chemsys,auid,compound,spacegroup_relax,pearson,enthalpy_formation_atom,enthalpy_atom,band_gap,neg_formation_energy
Bi-Mo,aflow:7690881762c738d5,Bi3Mo3,8,mS12,0.471568,-6.96896,,False
Bi-Mo,aflow:7671f729ac9337ae,Bi10Mo6,193,hP16,0.692164,-5.89752,,False
Bi-Mo,aflow:77e73abcfa1335db,Bi6Mo6,164,hR4,0.38958,-7.05095,,False
Bi-Mo,aflow:7925dc01222403fd,Bi1Mo3,123,tP4,0.495385,-8.64683,,False
Bi-Mo,aflow:791b3cfa24611cab,Bi2Mo6,59,oP8,0.76584,-8.37638,,False
Bi-Mo,aflow:79c59790bb6629bd,Bi2Mo2,194,hP4,1.27124,-6.16929,,False
Bi-Mo,aflow:7bf17ac30b7d2884,Bi2Mo1,123,tP3,0.712588,-5.59349,,False
Bi-Mo,aflow:7ead163119b21a84,Bi2Mo4,63,oS12,0.529346,-8.04564,,False
Bi-Mo,aflow:8146017575da50ee,Bi1Mo3,71,oI8,0.529595,-8.61262,,False
Bi-Mo,aflow:833c7352d2d83199,Bi2Mo2,12,mS8,0.535236,-6.90529,,False
Bi-Mo,aflow:84b0d2025e873d5e,Bi8Mo4,62,oP12,0.700979,-5.60509,,False
Bi-Mo,aflow:84e2ea9a54a6b7c5,Bi1Mo3,47,oP4,0.511769,-8.63045,,False
Bi-Mo,aflow:8522e5edf23bec85,Bi6Mo18,59,oP24,0.521201,-8.62101,,False
Bi-Mo,aflow:85ddb5ef4d082c32,Bi3Mo1,123,tP4,0.731964,-5.00688,,False
Bi-Mo,aflow:86bbebf2ac087d50,Bi2Mo6,63,oS16,1.09621,-8.046,,False
Bi-Mo,aflow:865f99513cdb0860,Bi2Mo2,129,tP4,0.196038,-7.24449,,False
Bi-Mo,aflow:8702ae1ab49142f4,Bi2Mo2,129,tP4,0.190345,-7.25018,,False
Bi-Mo,aflow:885f964198907f22,Bi4Mo2,8,mS12,0.496615,-5.80946,,False
Bi-Mo,aflow:8a44dbec0a4b43f1,Bi4Mo2,74,oI12,0.809832,-5.49624,,False
Bi-Mo,aflow:8b13354f7ddcf467,Bi3Mo1,123,tP4,0.358437,-5.38041,,False
Bi-Mo,aflow:90c56573ac3d05cc,Bi2Mo2,59,oP4,0.766843,-6.67369,,False
Bi-Mo,aflow:910b4c75a6d49b13,Bi1Mo3,71,oI8,0.529687,-8.61253,,False
Bi-Mo,aflow:92b5939b79db36d0,Bi2Mo2,194,hP4,0.854389,-6.58614,,False
Bi-Mo,aflow:94a5151a08cfb1cb,Bi2Mo2,67,oS8,0.207734,-7.2328,,False
Bi-Mo,aflow:96b1f9281f66c992,Bi6Mo2,223,cP8,0.66173,-5.07711,,False
Bi-Mo,aflow:9610529d22bf31a3,Bi2Mo2,63,oS8,0.522501,-6.91803,,False
Bi-Mo,aflow:9634747ce0270254,Bi3Mo6,189,hP9,0.966318,-7.60867,,False
Bi-Mo,aflow:973921d8339d7fb0,Bi5Mo1,8,mS12,0.204161,-4.96746,,False
Bi-Mo,aflow:989af9837bc0b897,Bi8Mo16,227,cF96,0.98579,-7.5892,,False
Bi-Mo,aflow:990e8b675d7b6030,Bi2Mo2,129,tP4,0.18831,-7.25222,,False
Bi-Mo,aflow:9a35f57d3f21f4ae,Bi3Mo1,123,tP4,0.358455,-5.38039,,False
Bi-Mo,aflow:9aeaa48dc2818d38,Bi7Mo1,225,cF32,0.43911,-4.44889,,False
Bi-Mo,aflow:9c02285a27017b87,Bi6Mo2,194,hP8,0.657756,-5.08109,,False
Bi-Mo,aflow:9c96e7be67635232,Bi4Mo2,12,mS12,0.346292,-5.95978,,False
Bi-Mo,aflow:9eab3ef0f9a79030,Bi1Mo4,139,tI10,0.637202,-8.84535,,False
Bi-Mo,aflow:9f461d4ffc103321,Bi3Mo1,44,oI8,0.427935,-5.31091,,False
Bi-Mo,aflow:a00cb697a29c1d81,Bi4Mo2,63,oS12,0.455947,-5.85013,,False
Bi-Mo,aflow:a21912af8558e23e,Bi6Mo4,43,oF40,2.87822,-3.88163,,False
Bi-Mo,aflow:a246c5c6b10bff79,Bi1Mo2,164,hP3,0.774233,-7.80075,,False
Bi-Mo,aflow:a42a77ccec3597ac,Bi2Mo4,58,oP6,0.909403,-7.66558,,False
Bi-Mo,aflow:a54c285792cf8485,Bi1Mo5,65,oS12,0.433916,-9.27553,,False
Bi-Mo,aflow:a5fccb39ab878d8f,Bi1Mo2,139,tI6,0.53704,-8.03795,,False
Bi-Mo,aflow:a50739f64621bcf4,Bi6Mo2,63,oS16,0.575825,-5.16302,,False
Bi-Mo,aflow:a76eb84336782288,Bi4Mo4,194,hP8,0.522326,-6.9182,,False
Bi-Mo,aflow:aace9ce9506be884,Bi5Mo1,191,hP6,0.919349,-4.25227,,False
Bi-Mo,aflow:ab792fdf3b84d218,Bi2Mo4,194,hP6,0.78419,-7.7908,,False
Bi-Mo,aflow:abc348c8574ab0bf,Bi8Mo4,194,hP12,1.39267,-4.9134,,False
Bi-Mo,aflow:ae09d46dda73e4ab,Bi3Mo4,191,hP7,1.35239,-6.57434,,False
Bi-Mo,aflow:b310e178eee425e3,Bi1Mo3,65,oS8,0.663972,-8.47824,,False
Bi-Mo,aflow:b351e12c75232e3d,Bi16Mo8,227,cF96,0.515216,-5.79086,,False
Bi-Mo,aflow:b462b33b4a143cfa,Bi2Mo2,227,cF16,0.939637,-6.50089,,False
Bi-Mo,aflow:b7bb0361c0cae0e8,Bi6Mo2,59,oP8,0.657886,-5.08096,,False
Bi-Mo,aflow:bce4fcefabb053fa,Bi2Mo2,12,mS8,0.429567,-7.01096,,False
Bi-Mo,aflow:bff18c964c292f0b,Bi4Mo2,63,oS12,0.462592,-5.84348,,False
Bi-Mo,aflow:c0b61d679d6a0748,Bi2Mo4,194,hP6,0.89139,-7.6836,,False
Bi-Mo,aflow:c10dcfcf8f96c49c,Bi2Mo1,139,tI6,0.370321,-5.93575,,False
Bi-Mo,aflow:c1081f2f6c5791ed,Bi2Mo2,166,hR4,0.389708,-7.05082,,False
Bi-Mo,aflow:c33719dfab4cd382,Bi8Mo4,205,cP12,0.746211,-5.55986,,False
Bi-Mo,aflow:c3034e28e2ee7460,Bi6Mo6,164,hP12,0.834779,-6.60575,,False
Bi-Mo,aflow:c34a4a8887e6a94c,Bi3Mo2,166,hR5,0.590609,-6.16925,,False
Bi-Mo,aflow:c4312a96fc40c949,Bi1Mo3,221,cP4,3.37925,-5.76296,,False
Bi-Mo,aflow:c5577a3a13559976,Bi12Mo4,194,hP16,0.643266,-5.09558,,False
Bi-Mo,aflow:c63545412eff5655,Bi2Mo4,74,oI12,1.00442,-7.57057,,False
Bi-Mo,aflow:c7c6768fea546083,Bi4Mo2,194,hP6,0.808546,-5.49753,,False
Bi-Mo,aflow:c7f70dadbb6b1ecb,Bi1Mo2,139,tI6,0.535816,-8.03917,,False
Bi-Mo,aflow:c741a6668fc507a4,Bi2Mo2,63,oS8,0.214165,-7.22637,,False
Bi-Mo,aflow:c91eddf668c409a3,Bi4Mo2,63,oS12,0.369646,-5.93643,,False
Bi-Mo,aflow:cc2a145f62520d0a,Bi16Mo8,194,hP24,1.40865,-4.89743,,False
Bi-Mo,aflow:cee8274f887a8e95,Bi8Mo10,193,hP18,0.868089,-6.95059,,False
Bi-Mo,aflow:cfea7512b881c99c,Bi1Mo1,187,hP2,0.760692,-6.67984,,False
Bi-Mo,aflow:d30d40f6bfccaaa7,Bi1Mo3,123,tP4,0.542156,-8.60006,,False
Bi-Mo,aflow:d35503f67688ce12,Bi2Mo4,12,mS12,0.649381,-7.92561,,False
Bi-Mo,aflow:d3aa51e743aa767c,Bi2Mo1,139,tI6,0.369819,-5.93625,,False
Bi-Mo,aflow:d44406f102b34d0c,Bi4Mo4,194,hP8,0.921063,-6.51947,,False
Bi-Mo,aflow:d4ad51c0529e6208,Bi2Mo4,140,tI12,1.00148,-7.5735,,False
Bi-Mo,aflow:d70d949bf17356f5,Bi5Mo3,65,oS16,0.822961,-5.76673,,False
Bi-Mo,aflow:d72e41eb73fe8890,Bi2Mo4,8,mS12,0.645729,-7.92926,,False
Bi-Mo,aflow:d8e4af58318ef1e5,Bi2Mo4,63,oS12,0.506108,-8.06888,,False
Bi-Mo,aflow:d9c4501eccf6f2d2,Bi1Mo2,164,hP3,0.774299,-7.80069,,False
Bi-Mo,aflow:d989823ae0122e25,Bi5Mo4,139,tI18,0.631032,-6.43135,,False
Bi-Mo,aflow:da07e735a06f246d,Bi2Mo1,139,tI6,0.369726,-5.93635,,False
Bi-Mo,aflow:dace30ccbe8fccd5,Bi2Mo1,164,hP3,0.364419,-5.94165,,False
Bi-Mo,aflow:dcf3666714b133b3,Bi2Mo1,191,hP3,1.10109,-5.20498,,False
Bi-Mo,aflow:dd62f1ca2983ca56,Bi1Mo2,139,tI6,0.53867,-8.03632,,False
Bi-Mo,aflow:dee9d0537439dc12,Bi1Mo3,221,cP4,0.760769,-8.38145,,False
Bi-Mo,aflow:de3f20ac09a52e21,Bi2Mo6,223,cP8,0.554506,-8.58771,,False
Bi-Mo,aflow:de2ac97b786b0765,Bi2Mo2,11,mP4,0.748241,-6.69229,,False
Bi-Mo,aflow:defdf86121f74966,Bi2Mo2,166,hR4,0.484572,-6.95596,,False
Bi-Mo,aflow:e23ff51272281bc1,Bi1Mo5,123,tP6,0.370755,-9.33869,,False
Bi-Mo,aflow:e6db5eb4d0e45a13,Bi8Mo16,194,hP24,0.574378,-8.00061,,False
Bi-Mo,aflow:e6aeea0030e15102,Bi1Mo4,87,tI10,0.496504,-8.98605,,False
Bi-Mo,aflow:e82c1d4e6e16e21a,Bi4Mo2,12,mS12,0.381668,-5.9244,,False
Bi-Mo,aflow:e9ba82af944193f4,Bi4Mo1,139,tI10,0.966997,-4.43151,,False
Bi-Mo,aflow:ea3115e7e3c47631,Bi1Mo2,139,tI6,0.535068,-8.03992,,False
Bi-Mo,aflow:ea8f482763844f69,Bi3Mo1,44,oI8,0.432142,-5.3067,,False
Bi-Mo,aflow:ee3ed6e506317587,Bi1Mo5,38,oS12,0.417792,-9.29165,,False
Bi-Mo,aflow:ef0a53eabb35bd9c,Bi12Mo12,57,oP24,0.688629,-6.7519,,False
Bi-Mo,aflow:efd88e772abb42e7,Bi1Mo2,164,hP3,0.520299,-8.05469,,False
Bi-Mo,aflow:eff020d68390eb12,Bi2Mo6,63,oS16,0.486228,-8.65599,,False
Bi-Mo,aflow:ef3dc49ff0b63080,Bi3Mo1,25,oP4,0.661478,-5.07737,,False
Bi-Mo,aflow:f0c20566b34c36b0,Bi2Mo2,74,oI8,0.622735,-6.8178,,False
Bi-Mo,aflow:f29cec89e890695b,Bi4Mo12,62,oP16,0.638045,-8.50417,,False
Bi-Mo,aflow:f559030c1145b213,Bi4Mo2,58,oP6,0.437183,-5.86889,,False
Bi-Mo,aflow:f8a3a8cf66c0fdd8,Bi2Mo4,12,mS12,0.448104,-8.12688,,False
Bi-Mo,aflow:f928179051ef6d75,Bi1Mo2,225,cF12,1.44011,-7.13488,,False
Bi-Mo,aflow:fb95c570fad220e8,Bi1Mo8,139,tI18,0.483965,-9.60363,,False
Bi-Mo,aflow:fbe53bf3423943a7,Bi2Mo2,74,oI8,0.62553,-6.815,,False
Bi-Mo,aflow:fca68111d29a7d80,Bi1Mo1,65,oS4,1.00396,-6.43657,,False
Bi-Mo,aflow:fca8abe237d36e01,Bi4Mo4,198,cP8,0.692567,-6.74796,,False
Bi-Mo,aflow:fc4f7098230bb2c0,Bi2Mo1,164,hP3,0.369756,-5.93632,,False
Bi-Mo,aflow:ffecc400d4209617,Bi1Mo2,191,hP3,0.847988,-7.727,,False
Bi-Mo,aflow:ff554f584c7d4330,Bi8Mo4,139,tI6,0.350303,-5.95577,,False
Bi-W,aflow:010607280c2a2f3e,Bi2W4,227,cF24,0.868649,-9.11347,,False
Bi-W,aflow:025f30f05e3f88b0,Bi2W2,194,hP4,1.26475,-7.23113,,False
Bi-W,aflow:0335bd590c4906d8,Bi2W1,12,mS6,1.07126,-5.93838,,False
Bi-W,aflow:035ea8b3a7b4606f,Bi2W2,227,cF16,1.25004,-7.24584,,False
Bi-W,aflow:0543c3b4d1875166,Bi6W2,59,oP8,0.898139,-5.36838,,False
Bi-W,aflow:070ac20e8c58b9a0,Bi5W1,189,hP6,0.673588,-4.84981,,False
Bi-W,aflow:0724a514fd787f47,Bi1W3,71,oI8,0.863466,-9.86177,,False
Bi-W,aflow:095c40f7b9a7e0a7,Bi5W1,44,oI12,0.711847,-4.81155,,False
Bi-W,aflow:0b6851ced615d5a0,Bi5W3,65,oS16,0.905474,-6.47573,,False
Bi-W,aflow:0c091f34bfc4873c,Bi2W1,139,tI6,0.628768,-6.38087,,False
Bi-W,aflow:0de5ec20c3888ab3,Bi1W5,123,tP6,0.446305,-11.0221,,False
Bi-W,aflow:0d56d43cecd4dca6,Bi2W4,141,tI12,1.4356,-8.54652,,False
Bi-W,aflow:10dfe1740201d9cb,Bi4W2,58,oP6,0.739384,-6.27026,,False
Bi-W,aflow:108261a97119de0a,Bi2W4,194,hP6,1.34788,-8.63424,,False
Bi-W,aflow:1045a1f2fe9e8d59,Bi2W2,194,hP4,1.88245,-6.61343,,False
Bi-W,aflow:134f9acaac619b9b,Bi3W4,191,hP7,1.87056,-7.26228,,False
Bi-W,aflow:13fb9741136b10fe,Bi4W2,8,mS12,0.732102,-6.27754,,False
Bi-W,aflow:1431757fb2fc0269,Bi2W1,164,hP3,0.599637,-6.41,,False
Bi-W,aflow:18c7797d3acf5803,Bi2W2,59,oP4,0.612757,-7.88312,,False
Bi-W,aflow:1895631fbc040621,Bi8W4,205,cP12,0.972338,-6.0373,,False
Bi-W,aflow:19f940b85e166d54,Bi6W2,194,hP8,0.931501,-5.33502,,False
Bi-W,aflow:1a355baf772948cd,Bi2W1,225,cF12,0.930276,-6.07936,,False
Bi-W,aflow:1ac46745befed8c2,Bi2W2,11,mP4,0.865697,-7.63018,,False
Bi-W,aflow:1adc47e87ce95f03,Bi1W3,221,cP4,1.12914,-9.5961,,False
Bi-W,aflow:1ef23b08d9bfb4fa,Bi1W2,139,tI6,0.790911,-9.19121,,False
Bi-W,aflow:215538de333238ae,Bi1W2,139,tI6,0.79082,-9.1913,,False
Bi-W,aflow:230a2d082184fed8,Bi3W3,8,mS12,0.69256,-7.80332,,False
Bi-W,aflow:2523b2deee8ca2f7,Bi2W2,129,tP4,0.590221,-7.90566,,False
Bi-W,aflow:26151ca8e00f0a9e,Bi2W4,8,mS12,0.655869,-9.32625,,False
Bi-W,aflow:27957439feff0382,Bi2W1,139,tI6,0.628478,-6.38116,,False
Bi-W,aflow:293eddd7ff9d2170,Bi1W3,123,tP4,0.711502,-10.0137,,False
Bi-W,aflow:306c19270f4d19d5,Bi2W2,141,tI8,1.20903,-7.28685,,False
Bi-W,aflow:32dd85bea24e8145,Bi1W5,216,cF24,0.759626,-10.7087,,False
Bi-W,aflow:342e57d831dd2f42,Bi3W1,123,tP4,0.575742,-5.69078,,False
Bi-W,aflow:345e8063672ce50d,Bi2W6,63,oS16,0.797397,-9.92784,,False
Bi-W,aflow:363beda89fe36303,Bi4W8,62,oP12,0.861279,-9.12084,,False
Bi-W,aflow:38982b875122c7d7,Bi2W1,191,hP3,1.37009,-5.63955,,False
Bi-W,aflow:3c149f3c6edae8ea,Bi3W1,25,oP4,0.989324,-5.2772,,False
Bi-W,aflow:3c6c8eddc174d97b,Bi2W2,166,hR4,1.22695,-7.26893,,False
Bi-W,aflow:3d61bc5e3aeb667a,Bi1W3,12,mS8,0.83544,-9.8898,,False
Bi-W,aflow:3dd2e4db22de6a97,Bi4W2,140,tI12,0.611314,-6.39833,,False
Bi-W,aflow:3f441ec031836bbd,Bi4W12,62,oP16,0.960685,-9.76455,,False
Bi-W,aflow:41a9f0c010b0a018,Bi1W1,65,oS4,1.41197,-7.08391,,False
Bi-W,aflow:41e6a3993c97304d,Bi2W1,123,tP3,1.03208,-5.97756,,False
Bi-W,aflow:44fa97753f547997,Bi1W1,187,hP2,1.23514,-7.26074,,False
Bi-W,aflow:46a5b4d85f9fd16b,Bi12W4,62,oP16,0.537457,-5.72906,,False
Bi-W,aflow:46be49e10cc97c6c,Bi4W2,141,tI12,0.639549,-6.37009,,False
Bi-W,aflow:47e78b64b47d53e2,Bi3W1,123,tP4,0.585861,-5.68066,,False
Bi-W,aflow:4b59be037fcb49c9,Bi2W4,140,tI12,1.57874,-8.40338,,False
Bi-W,aflow:4c50c217be4680d0,Bi2W1,164,hP3,1.08372,-5.92592,,False
Bi-W,aflow:4d573f8cba71d4a9,Bi1W2,139,tI6,0.791579,-9.19054,,False
Bi-W,aflow:4d212ce56f638d74,Bi2W4,12,mS12,0.942535,-9.03959,,False
Bi-W,aflow:4e1734300ee960a5,Bi3W1,221,cP4,0.88582,-5.3807,,False
Bi-W,aflow:4e401f7c56f7e01b,Bi1W3,25,oP4,0.876023,-9.84922,,False
Bi-W,aflow:4ed93b44f8e5e3cf,Bi6W2,223,cP8,0.959275,-5.30724,,False
Bi-W,aflow:526155ddeae15cf5,Bi4W2,140,tI12,0.609518,-6.40012,,False
Bi-W,aflow:550bccc3a19dd95d,Bi1W1,221,cP2,1.18104,-7.31484,,False
Bi-W,aflow:558427a7f0733ade,Bi1W3,71,oI8,0.868277,-9.85696,,False
Bi-W,aflow:5aa6dcc4a1072383,Bi1W3,166,hR4,0.803801,-9.92144,,False
Bi-W,aflow:5c02d8433346a0b9,Bi5W1,65,oS12,0.628743,-4.89466,,False
Bi-W,aflow:5dfdf39666670fe3,Bi5W1,8,mS12,0.343165,-5.18024,,False
Bi-W,aflow:5ec11e27ad2863df,Bi3W1,187,hP4,0.601451,-5.66507,,False
Bi-W,aflow:5eba54dd302cbc00,Bi3W1,139,tI8,1.0102,-5.25632,,False
Bi-W,aflow:5e37b133a05458bf,Bi1W3,71,oI8,0.862934,-9.86231,,False
Bi-W,aflow:64da1c0647fc15bf,Bi1W5,191,hP6,0.771413,-10.6969,,False
Bi-W,aflow:64932399be3b10cf,Bi7W1,225,cF32,0.632489,-4.51935,,False
Bi-W,aflow:6746e9278a413e10,Bi1W3,123,tP4,0.705399,-10.0198,,False
Bi-W,aflow:68737bfaaffa6024,Bi3W1,221,cP4,1.03985,-5.22667,,False
Bi-W,aflow:6ba990554ebc1f24,Bi2W2,67,oS8,0.398582,-8.0973,,False
Bi-W,aflow:6c06c56601740157,Bi3W1,225,cF16,1.00948,-5.25704,,False
Bi-W,aflow:6d6b5575e1095340,Bi1W5,65,oS12,0.569062,-10.8993,,False
Bi-W,aflow:6e636fa5c1a7492c,Bi4W2,63,oS12,0.710351,-6.29929,,False
Bi-W,aflow:6f652205670aec7d,Bi2W4,74,oI12,1.37156,-8.61056,,False
Bi-W,aflow:6fed79d38e651d61,Bi2W6,59,oP8,0.69637,-10.0289,,False
Bi-W,aflow:7179cc343893e5d2,Bi2W4,194,hP6,1.34229,-8.63983,,False
Bi-W,aflow:72ceeb34119e633a,Bi4W6,43,oF40,1.03833,-8.3493,,False
Bi-W,aflow:75c0db31cba2fcfd,Bi2W2,12,mS8,0.648046,-7.84783,,False
Bi-W,aflow:758972296fdbdb51,Bi3W2,164,hP5,0.848168,-6.75597,,False
Bi-W,aflow:76b9a6c9f210bd0d,Bi1W3,221,cP4,4.37858,-6.34666,,False
Bi-W,aflow:76bb63167ae792ac,Bi6W2,63,oS16,0.417017,-5.8495,,False
Bi-W,aflow:76f256c8f7b0ad81,Bi2W4,63,oS12,1.00191,-8.98021,,False
Bi-W,aflow:77570bf81964f1a8,Bi4W2,194,hP6,1.1776,-5.83204,,False
Bi-W,aflow:7739032fd80b9171,Bi2W4,63,oS12,0.36822,-9.6139,,False
Bi-W,aflow:7944133909bf35cd,Bi2W2,63,oS8,0.864467,-7.63141,,False
Bi-W,aflow:79654df7ccb92aa8,Bi1W3,10,mP4,0.829692,-9.89555,,False
Bi-W,aflow:7bb7af6e313291e5,Bi4W4,62,oP8,0.887962,-7.60792,,False
Bi-W,aflow:7b02ce61025a59a5,Bi1W2,164,hP3,0.735691,-9.24643,,False
Bi-W,aflow:7d1473df22639bb9,Bi1W5,65,oS12,0.581439,-10.8869,,False
Bi-W,aflow:7daaae3035f79c78,Bi3W1,44,oI8,0.653547,-5.61297,,False
Bi-W,aflow:7f6d8f20fec6138d,Bi4W2,63,oS12,0.68441,-6.32523,,False
Bi-W,aflow:80fc4aa8a1202509,Bi6W2,63,oS16,0.612463,-5.65406,,False
Bi-W,aflow:815972c33b259351,Bi1W2,139,tI6,0.790791,-9.19133,,False
Bi-W,aflow:81553330ca66b4b4,Bi2W2,11,mP4,0.403435,-8.09244,,False
Bi-W,aflow:848063a9ea4a5a99,Bi1W2,164,hP3,1.10809,-8.87403,,False
Bi-W,aflow:851525c3ccabfa28,Bi4W2,12,mS12,0.545568,-6.46407,,False
Bi-W,aflow:868945f0c6f7a0b9,Bi4W12,194,hP16,0.949495,-9.77574,,False
Bi-W,aflow:86c870ff5a0147ac,Bi1W1,71,oI4,1.68461,-6.81127,,False
Bi-W,aflow:8a5e7c0ea3b9e4d4,Bi5W1,191,hP6,1.17769,-4.34571,,False
Bi-W,aflow:8afb7ac6cb0f4e5b,Bi3W5,65,oS16,1.06988,-8.54068,,False
Bi-W,aflow:8bcea23b2f7c5626,Bi4W2,74,oI12,1.20447,-5.80517,,False
Bi-W,aflow:8c4af8cbe6a911bc,Bi4W2,58,oP6,0.739384,-6.27026,,False
Bi-W,aflow:8e4a7b661a46ad75,Bi1W5,189,hP6,0.755169,-10.7132,,False
Bi-W,aflow:9342c261f1921421,Bi1W3,166,hR4,1.03622,-9.68902,,False
Bi-W,aflow:950862343e28af77,Bi4W4,198,cP8,1.11652,-7.37936,,False
Bi-W,aflow:957ee52e09698e5c,Bi2W1,164,hP3,0.60734,-6.4023,,False
Bi-W,aflow:96376b12f7f8e04a,Bi4W1,139,tI10,1.17029,-4.65035,,False
Bi-W,aflow:96dc6b999e02762a,Bi4W2,12,mS12,0.622736,-6.3869,,False
Bi-W,aflow:9ad5fe72a424c3da,Bi1W3,139,tI8,0.99856,-9.72668,,False
Bi-W,aflow:9bfe7eff1a93bd6d,Bi5W4,139,tI18,0.867314,-7.13315,,False
Bi-W,aflow:9c43ab858df3f703,Bi1W5,12,mS12,0.546173,-10.9222,,False
Bi-W,aflow:9cea0e076af34fa9,Bi1W3,65,oS8,0.980271,-9.74497,,False
Bi-W,aflow:9c6959bf405594c0,Bi2W4,58,oP6,1.16929,-8.81283,,False
Bi-W,aflow:9d3ce72889ef1ab0,Bi1W1,221,cP2,1.18436,-7.31152,,False
Bi-W,aflow:9e5f2482818c5aa8,Bi2W4,140,tI12,1.58045,-8.40167,,False
Bi-W,aflow:9e452ccadeffd6c5,Bi1W4,87,tI10,0.759251,-10.4119,,False
Bi-W,aflow:9f77cf765f208616,Bi2W4,194,hP6,1.08344,-8.89868,,False
Bi-W,aflow:9f878551ee10a361,Bi1W2,164,hP3,1.10667,-8.87545,,False
Bi-W,aflow:a0cf2481cc054ea3,Bi2W4,63,oS12,0.679434,-9.30269,,False
Bi-W,aflow:a012d6f2de02f875,Bi2W2,63,oS8,0.409608,-8.08627,,False
Bi-W,aflow:a39c413092f95905,Bi4W2,194,hP6,1.18305,-5.82659,,False
Bi-W,aflow:a8a07169508e1f86,Bi2W2,129,tP4,0.389751,-8.10613,,False
Bi-W,aflow:a8b2f1af2c806de9,Bi1W8,139,tI18,0.589119,-11.3747,,False
Bi-W,aflow:a9800c72bdbc868c,Bi3W3,8,mS12,0.799097,-7.69678,,False
Bi-W,aflow:aa8e906a8233bb89,Bi2W4,58,oP6,1.16929,-8.81283,,False
Bi-W,aflow:abe4a826ddf292a3,Bi3W1,123,tP4,0.572899,-5.69362,,False
Bi-W,aflow:ad5c3908b5ca7344,Bi2W4,12,mS12,0.882343,-9.09978,,False
Bi-W,aflow:afc34e7ca52313c5,Bi5W1,38,oS12,0.552982,-4.97042,,False
Bi-W,aflow:b0ebe747f36fb73b,Bi1W4,139,tI10,0.84993,-10.3212,,False
Bi-W,aflow:b1d89a7fd9140bf2,Bi2W6,223,cP8,0.959846,-9.76539,,False
Bi-W,aflow:b2acdf8fa8437308,Bi2W1,139,tI6,0.632946,-6.37669,,False
Bi-W,aflow:b3c673159d5a9a32,Bi4W2,12,mS12,0.612156,-6.39748,,False
Bi-W,aflow:b40528de0dc1665b,Bi1W1,166,hR2,1.25012,-7.24576,,False
Bi-W,aflow:b621431dd58c9375,Bi4W4,194,hP8,1.28699,-7.20889,,False
Bi-W,aflow:b7fc630475958633,Bi1W3,123,tP4,0.705555,-10.0197,,False
Bi-W,aflow:b74f526a010a2fe3,Bi3W1,123,tP4,1.04476,-5.22176,,False
Bi-W,aflow:b82cbcefb8aa7208,Bi2W4,139,tI6,0.788632,-9.19349,,False
Bi-W,aflow:b83aaedce0158ac4,Bi4W2,12,mS12,0.451067,-6.55857,,False
Bi-W,aflow:baa7f5ef3ec8ffb4,Bi2W4,12,mS12,0.723112,-9.25901,,False
Bi-W,aflow:bb4a4ac646cdb4b7,Bi2W2,194,hP4,0.957261,-7.53862,,False
Bi-W,aflow:bcc5a6dc339b0934,Bi4W2,63,oS12,0.656544,-6.3531,,False
Bi-W,aflow:bd37d64b0b380ae7,Bi2W2,166,hR4,0.728775,-7.7671,,False
Bi-W,aflow:c087fd749d6b7a6b,Bi3W1,71,oI8,0.680098,-5.58642,,False
Bi-W,aflow:c13295a19a3b7acb,Bi1W2,123,tP3,1.21272,-8.7694,,False
Bi-W,aflow:c32ca2741905d5f1,Bi2W2,129,tP4,0.390406,-8.10547,,False
Bi-W,aflow:c52b73fae0fac69c,Bi2W4,12,mS12,0.576936,-9.40518,,False
Bi-W,aflow:c531857da8d413af,Bi4W2,191,hP3,1.372,-5.63764,,False
Bi-W,aflow:c8708d1c1b9c79d9,Bi6W18,59,oP24,0.814527,-9.91071,,False
Bi-W,aflow:cc914e657eca01b8,Bi2W2,129,tP4,0.392097,-8.10378,,False
Bi-W,aflow:cee1de4708160d5a,Bi4W3,191,hP7,0.857048,-7.00187,,False
Bi-W,aflow:d13f5a8b52650abc,Bi1W7,225,cF32,0.774476,-11.0654,,False
Bi-W,aflow:d3a49939257df470,Bi4W2,63,oS12,0.592646,-6.41699,,False
Bi-W,aflow:d6433c947a886ff2,Bi2W2,129,tP4,0.389922,-8.10596,,False
Bi-W,aflow:d6eb6336874a330e,Bi3W1,166,hR4,1.06125,-5.20527,,False
Bi-W,aflow:dae5deafe57b5788,Bi1W3,65,oS8,0.772241,-9.953,,False
Bi-W,aflow:daa2321061c4366d,Bi2W6,194,hP8,0.850955,-9.87428,,False
Bi-W,aflow:dad3945cd6218448,Bi4W1,139,tI10,0.454339,-5.36631,,False
Bi-W,aflow:dca7079562858690,Bi2W2,63,oS8,0.851102,-7.64478,,False
Bi-W,aflow:de2869b19e2e130e,Bi3W3,8,mS12,0.709179,-7.7867,,False
Bi-W,aflow:dfe7a100e660a007,Bi1W3,123,tP4,0.975478,-9.74976,,False
Bi-W,aflow:e047ec9b1b233de2,Bi1W2,164,hP3,1.10667,-8.87545,,False
Bi-W,aflow:e18f01cde0333540,Bi3W1,123,tP4,0.569215,-5.69731,,False
Bi-W,aflow:e38ef58781d4cac9,Bi8W4,62,oP12,0.886549,-6.12309,,False
Bi-W,aflow:e4f718ef3e4e38ef,Bi2W2,51,oP4,0.863925,-7.63195,,False
Bi-W,aflow:e5200b88a769965f,Bi2W4,12,mS12,0.712222,-9.2699,,False
Bi-W,aflow:e82d3f4f55ff20b3,Bi1W3,187,hP4,0.898227,-9.82701,,False
